id,calsim+AF8-id,name,description,reservoir+AF8-entity+AF8-id,primary+AF8-entity+AF8-short+AF8-code,variable+AF8-type,storage+AF8-zone+AF8-type,operational+AF8-purpose,is+AF8-aggregate,aggregated+AF8-entities,trigger+AF8-threshold,outcome+AF8-category+AF8-short+AF8-code,unit+AF8-id,temporal+AF8-scale+AF8-id,variable+AF8-version+AF8-id,created+AF8-by,updated+AF8-by
168,S+AF8-OROVLLEVEL5DV,Oroville Level 5,Lake Oroville storage level 5 decision variable,56,OROVL,storage+AF8-level,level,water+AF8-supply,false,,,,1,3,1,1,
169,S+AF8-SHSTALEVEL1DV,Shasta Level 1,Shasta Lake storage level 1 decision variable,66,SHSTA,storage+AF8-level,level,water+AF8-supply,false,,,,1,3,1,1,
170,S+AF8-SHSTALEVEL2DV,Shasta Level 2,Shasta Lake storage level 2 decision variable,66,SHSTA,storage+AF8-level,level,water+AF8-supply,false,,,,1,3,1,1,
171,S+AF8-SHSTALEVEL3DV,Shasta Level 3,Shasta Lake storage level 3 decision variable,66,SHSTA,storage+AF8-level,level,water+AF8-supply,false,,,,1,3,1,1,
172,S+AF8-SHSTALEVEL4DV,Shasta Level 4,Shasta Lake storage level 4 decision variable,66,SHSTA,storage+AF8-level,level,water+AF8-supply,false,,,,1,3,1,1,
173,S+AF8-SHSTALEVEL5DV,Shasta Level 5,Shasta Lake storage level 5 decision variable,66,SHSTA,storage+AF8-level,level,water+AF8-supply,false,,,,1,3,1,1,
174,S+AF8-SHSTALEVEL6DV,Shasta Level 6,Shasta Lake storage level 6 decision variable,66,SHSTA,storage+AF8-level,level,water+AF8-supply,false,,,,1,3,1,1,
175,S+AF8-SILVRLEVEL1DV,Silver Lake Level 1,Silver Lake storage level 1 decision variable,67,SILVR,storage+AF8-level,level,power+AF8-generation,false,,,,1,3,1,1,
176,S+AF8-SILVRLEVEL2DV,Silver Lake Level 2,Silver Lake storage level 2 decision variable,67,SILVR,storage+AF8-level,level,power+AF8-generation,false,,,,1,3,1,1,
177,S+AF8-SILVRLEVEL3DV,Silver Lake Level 3,Silver Lake storage level 3 decision variable,67,SILVR,storage+AF8-level,level,power+AF8-generation,false,,,,1,3,1,1,
178,S+AF8-SILVRLEVEL4DV,Silver Lake Level 4,Silver Lake storage level 4 decision variable,67,SILVR,storage+AF8-level,level,power+AF8-generation,false,,,,1,3,1,1,
179,S+AF8-SILVRLEVEL5DV,Silver Lake Level 5,Silver Lake storage level 5 decision variable,67,SILVR,storage+AF8-level,level,power+AF8-generation,false,,,,1,3,1,1,
180,S+AF8-SLUIS+AF8-CVPLEVEL1DV,San Luis CVP Level 1,San Luis CVP storage level 1 decision variable,70,SLUIS+AF8-CVP,storage+AF8-level,level,water+AF8-supply,false,,,,1,3,1,1,
181,S+AF8-SLUIS+AF8-CVPLEVEL2DV,San Luis CVP Level 2,San Luis CVP storage level 2 decision variable,70,SLUIS+AF8-CVP,storage+AF8-level,level,water+AF8-supply,false,,,,1,3,1,1,
182,S+AF8-SLUIS+AF8-CVPLEVEL3DV,San Luis CVP Level 3,San Luis CVP storage level 3 decision variable,70,SLUIS+AF8-CVP,storage+AF8-level,level,water+AF8-supply,false,,,,1,3,1,1,
183,S+AF8-SLUIS+AF8-CVPLEVEL4DV,San Luis CVP Level 4,San Luis CVP storage level 4 decision variable,70,SLUIS+AF8-CVP,storage+AF8-level,level,water+AF8-supply,false,,,,1,3,1,1,
184,S+AF8-SLUIS+AF8-CVPLEVEL5DV,San Luis CVP Level 5,San Luis CVP storage level 5 decision variable,70,SLUIS+AF8-CVP,storage+AF8-level,level,water+AF8-supply,false,,,,1,3,1,1,
185,S+AF8-SLUIS+AF8-SWPLEVEL1DV,San Luis SWP Level 1,San Luis SWP storage level 1 decision variable,71,SLUIS+AF8-SWP,storage+AF8-level,level,water+AF8-supply,false,,,,1,3,1,1,
186,S+AF8-SLUIS+AF8-SWPLEVEL2DV,San Luis SWP Level 2,San Luis SWP storage level 2 decision variable,71,SLUIS+AF8-SWP,storage+AF8-level,level,water+AF8-supply,false,,,,1,3,1,1,
187,S+AF8-SLUIS+AF8-SWPLEVEL3DV,San Luis SWP Level 3,San Luis SWP storage level 3 decision variable,71,SLUIS+AF8-SWP,storage+AF8-level,level,water+AF8-supply,false,,,,1,3,1,1,
188,S+AF8-SLUIS+AF8-SWPLEVEL4DV,San Luis SWP Level 4,San Luis SWP storage level 4 decision variable,71,SLUIS+AF8-SWP,storage+AF8-level,level,water+AF8-supply,false,,,,1,3,1,1,
189,S+AF8-SLUIS+AF8-SWPLEVEL5DV,San Luis SWP Level 5,San Luis SWP storage level 5 decision variable,71,SLUIS+AF8-SWP,storage+AF8-level,level,water+AF8-supply,false,,,,1,3,1,1,
190,S+AF8-SLYCKLEVEL1DV,Sly Creek Level 1,Sly Creek Reservoir storage level 1 decision variable,72,SLYCK,storage+AF8-level,level,flood+AF8-control,false,,,,1,3,1,1,
191,S+AF8-SLYCKLEVEL2DV,Sly Creek Level 2,Sly Creek Reservoir storage level 2 decision variable,72,SLYCK,storage+AF8-level,level,flood+AF8-control,false,,,,1,3,1,1,
192,S+AF8-SLYCKLEVEL3DV,Sly Creek Level 3,Sly Creek Reservoir storage level 3 decision variable,72,SLYCK,storage+AF8-level,level,flood+AF8-control,false,,,,1,3,1,1,
193,S+AF8-SLYCKLEVEL4DV,Sly Creek Level 4,Sly Creek Reservoir storage level 4 decision variable,72,SLYCK,storage+AF8-level,level,flood+AF8-control,false,,,,1,3,1,1,
194,S+AF8-SLYCKLEVEL5DV,Sly Creek Level 5,Sly Creek Reservoir storage level 5 decision variable,72,SLYCK,storage+AF8-level,level,flood+AF8-control,false,,,,1,3,1,1,
195,S+AF8-SPLDGLEVEL4DV,Spaulding Level 4,Spaulding Lake storage level 4 decision variable,74,SPLDG,storage+AF8-level,level,power+AF8-generation,false,,,,1,3,1,1,
196,S+AF8-SPLDGLEVEL5+AF8-DV,Spaulding Level 5,Spaulding Lake storage level 5 decision variable,74,SPLDG,storage+AF8-level,level,power+AF8-generation,false,,,,1,3,1,1,
