entity_id,source_id,notes,created_by,updated_by
01e42a85-89e7-4ad4-babc-f792d947a035,3,Flow variable definitions for channel C+AF8-CAA194,1,
6b4e48ec-6f5b-494f-8718-055d8a8988a0,4,Channel geometry and attributes for C+AF8-CAA207,1,
6b4e48ec-6f5b-494f-8718-055d8a8988a0,3,Flow variable definitions for channel C+AF8-CAA207,1,
01554e09-8d76-4e9b-9271-ba7a4d9e09f8,4,Channel geometry and attributes for C+AF8-CAA210,1,
01554e09-8d76-4e9b-9271-ba7a4d9e09f8,3,Flow variable definitions for channel C+AF8-CAA210,1,
bee94c4c-4b79-4458-8810-2c651e5fb760,4,Channel geometry and attributes for C+AF8-CAA220,1,
bee94c4c-4b79-4458-8810-2c651e5fb760,3,Flow variable definitions for channel C+AF8-CAA220,1,
b33a88ea-1571-4e53-9132-95e2c5a83e7c,4,Channel geometry and attributes for C+AF8-CAA238,1,
b33a88ea-1571-4e53-9132-95e2c5a83e7c,3,Flow variable definitions for channel C+AF8-CAA238,1,
01a8562a-2609-4814-ba95-58f84ed8b433,4,Channel geometry and attributes for C+AF8-CAA239,1,
01a8562a-2609-4814-ba95-58f84ed8b433,3,Flow variable definitions for channel C+AF8-CAA239,1,
085af178-a9df-43c3-af10-d816b5d02e9d,4,Channel geometry and attributes for C+AF8-CAA240,1,
085af178-a9df-43c3-af10-d816b5d02e9d,3,Flow variable definitions for channel C+AF8-CAA240,1,
2a76b9df-53b9-4411-b100-b1a1024ce030,4,Channel geometry and attributes for C+AF8-CAA241,1,
2a76b9df-53b9-4411-b100-b1a1024ce030,3,Flow variable definitions for channel C+AF8-CAA241,1,
d0c99a46-5cca-4ee8-bbba-12546c068a14,4,Channel geometry and attributes for C+AF8-CAA242,1,
d0c99a46-5cca-4ee8-bbba-12546c068a14,3,Flow variable definitions for channel C+AF8-CAA242,1,
272d3538-c3f0-4cef-b94a-0b1a809af53b,4,Channel geometry and attributes for C+AF8-CAA245,1,
272d3538-c3f0-4cef-b94a-0b1a809af53b,3,Flow variable definitions for channel C+AF8-CAA245,1,
bc497d94-86f6-4679-93d6-dd254ac4b5c0,4,Channel geometry and attributes for C+AF8-CAA262,1,
bc497d94-86f6-4679-93d6-dd254ac4b5c0,3,Flow variable definitions for channel C+AF8-CAA262,1,
0ad074d4-15ac-47ae-9c46-66cabbb49479,4,Channel geometry and attributes for C+AF8-CAA278,1,
0ad074d4-15ac-47ae-9c46-66cabbb49479,3,Flow variable definitions for channel C+AF8-CAA278,1,
a32e4c6f-5f84-455d-b187-752398acc5e4,4,Channel geometry and attributes for C+AF8-CAA279,1,
a32e4c6f-5f84-455d-b187-752398acc5e4,3,Flow variable definitions for channel C+AF8-CAA279,1,
e7cd1d7d-1ad8-4e7c-87fb-6d0db4ec4fef,4,Channel geometry and attributes for C+AF8-CAA280,1,
e7cd1d7d-1ad8-4e7c-87fb-6d0db4ec4fef,3,Flow variable definitions for channel C+AF8-CAA280,1,
1b2e5d66-bc6d-4a4a-86b1-5d2928d60272,4,Channel geometry and attributes for C+AF8-CAA293,1,
1b2e5d66-bc6d-4a4a-86b1-5d2928d60272,3,Flow variable definitions for channel C+AF8-CAA293,1,
485226a7-6c96-4217-9b1b-5e4e9e6633ca,4,Channel geometry and attributes for C+AF8-CAA305,1,
485226a7-6c96-4217-9b1b-5e4e9e6633ca,3,Flow variable definitions for channel C+AF8-CAA305,1,
f13dc740-2780-48ef-b4ad-badf17081ac0,4,Channel geometry and attributes for C+AF8-CAPLS,1,
f13dc740-2780-48ef-b4ad-badf17081ac0,3,Flow variable definitions for channel C+AF8-CAPLS,1,
0328ed21-4db0-46e1-a681-2e24681b1b01,4,Channel geometry and attributes for C+AF8-CBC000,1,
0328ed21-4db0-46e1-a681-2e24681b1b01,3,Flow variable definitions for channel C+AF8-CBC000,1,
ff749564-daf2-457a-8dd8-155c0b2fbce4,4,Channel geometry and attributes for C+AF8-CBD000,1,
ff749564-daf2-457a-8dd8-155c0b2fbce4,3,Flow variable definitions for channel C+AF8-CBD000,1,
711ba16f-2c16-4754-b049-17520233677e,4,Channel geometry and attributes for C+AF8-CBD001,1,
711ba16f-2c16-4754-b049-17520233677e,3,Flow variable definitions for channel C+AF8-CBD001,1,
c1c24107-b22e-43b8-82e8-78afb20039a8,4,Channel geometry and attributes for C+AF8-CBD005,1,
c1c24107-b22e-43b8-82e8-78afb20039a8,3,Flow variable definitions for channel C+AF8-CBD005,1,
daa71892-91a9-44fe-ab6c-ed60f101575b,4,Channel geometry and attributes for C+AF8-CBD012,1,
daa71892-91a9-44fe-ab6c-ed60f101575b,3,Flow variable definitions for channel C+AF8-CBD012,1,
f463db4a-c989-46f5-9dd4-18d0e8c6f146,4,Channel geometry and attributes for C+AF8-CBD018,1,
f463db4a-c989-46f5-9dd4-18d0e8c6f146,3,Flow variable definitions for channel C+AF8-CBD018,1,
1043188c-2cbc-43a7-aa84-0442d71a48a2,4,Channel geometry and attributes for C+AF8-CBD023,1,
1043188c-2cbc-43a7-aa84-0442d71a48a2,3,Flow variable definitions for channel C+AF8-CBD023,1,
af1f4a2d-6b6c-40f2-804a-191e855a41a6,4,Channel geometry and attributes for C+AF8-CBD028,1,
af1f4a2d-6b6c-40f2-804a-191e855a41a6,3,Flow variable definitions for channel C+AF8-CBD028,1,
471bd228-9603-4ad3-9a7b-a793c8872ac8,4,Channel geometry and attributes for C+AF8-CBD031,1,
471bd228-9603-4ad3-9a7b-a793c8872ac8,3,Flow variable definitions for channel C+AF8-CBD031,1,
52436ba2-b34b-4180-a506-052b109d6c61,4,Channel geometry and attributes for C+AF8-CBD037,1,
52436ba2-b34b-4180-a506-052b109d6c61,3,Flow variable definitions for channel C+AF8-CBD037,1,
34c69d7c-fb21-4830-a986-bd80fbe233f7,4,Channel geometry and attributes for C+AF8-CBD038,1,
34c69d7c-fb21-4830-a986-bd80fbe233f7,3,Flow variable definitions for channel C+AF8-CBD038,1,
73cf96ec-60f2-4f8c-9593-9b55d30cb712,4,Channel geometry and attributes for C+AF8-CBD041,1,
73cf96ec-60f2-4f8c-9593-9b55d30cb712,3,Flow variable definitions for channel C+AF8-CBD041,1,
168eeb11-8073-4950-9b64-41df97b69f78,4,Channel geometry and attributes for C+AF8-CBD044,1,
168eeb11-8073-4950-9b64-41df97b69f78,3,Flow variable definitions for channel C+AF8-CBD044,1,
be7c7f97-ecca-43d0-9b4d-0c8198ad8c4f,4,Channel geometry and attributes for C+AF8-CBD049,1,
be7c7f97-ecca-43d0-9b4d-0c8198ad8c4f,3,Flow variable definitions for channel C+AF8-CBD049,1,
33490ee5-d26d-4e61-af2f-0c3e6dbb5fa5,4,Channel geometry and attributes for C+AF8-CBD050,1,
33490ee5-d26d-4e61-af2f-0c3e6dbb5fa5,3,Flow variable definitions for channel C+AF8-CBD050,1,
b0c1dcc6-a13d-4bd0-874b-72b04c94542f,4,Channel geometry and attributes for C+AF8-CBD052,1,
b0c1dcc6-a13d-4bd0-874b-72b04c94542f,3,Flow variable definitions for channel C+AF8-CBD052,1,
3894e57b-deda-46b4-b2cc-0bdcbfa6a879,4,Channel geometry and attributes for C+AF8-CBD055,1,
3894e57b-deda-46b4-b2cc-0bdcbfa6a879,3,Flow variable definitions for channel C+AF8-CBD055,1,
09f81318-51c6-42bf-b210-dee9f2c66cea,4,Channel geometry and attributes for C+AF8-CCC004,1,
09f81318-51c6-42bf-b210-dee9f2c66cea,3,Flow variable definitions for channel C+AF8-CCC004,1,
325419e0-197a-4821-821a-1fdb802deef8,4,Channel geometry and attributes for C+AF8-CCC007,1,
325419e0-197a-4821-821a-1fdb802deef8,3,Flow variable definitions for channel C+AF8-CCC007,1,
bd35df79-0a95-454e-b472-ec376311d36f,4,Channel geometry and attributes for C+AF8-CCH003,1,
bd35df79-0a95-454e-b472-ec376311d36f,3,Flow variable definitions for channel C+AF8-CCH003,1,
fae3e78d-4ba4-4fb7-ad85-c581489ad4a7,4,Channel geometry and attributes for C+AF8-CCH006,1,
fae3e78d-4ba4-4fb7-ad85-c581489ad4a7,3,Flow variable definitions for channel C+AF8-CCH006,1,
52196678-5043-4170-8228-4817e0f29de2,4,Channel geometry and attributes for C+AF8-CCH012,1,
52196678-5043-4170-8228-4817e0f29de2,3,Flow variable definitions for channel C+AF8-CCH012,1,
f01eedf3-9ca3-431e-a0d2-daee992fabad,4,Channel geometry and attributes for C+AF8-CCH017,1,
f01eedf3-9ca3-431e-a0d2-daee992fabad,3,Flow variable definitions for channel C+AF8-CCH017,1,
27915eca-bff9-4fb4-9023-e18be0ac5a2f,4,Channel geometry and attributes for C+AF8-CCH023,1,
27915eca-bff9-4fb4-9023-e18be0ac5a2f,3,Flow variable definitions for channel C+AF8-CCH023,1,
26eb1278-240e-412a-a440-28dd92d6d53c,4,Channel geometry and attributes for C+AF8-CCH030,1,
26eb1278-240e-412a-a440-28dd92d6d53c,3,Flow variable definitions for channel C+AF8-CCH030,1,
5c37c8d3-4281-410e-9370-cc60ffd2886f,4,Channel geometry and attributes for C+AF8-CCH032,1,
5c37c8d3-4281-410e-9370-cc60ffd2886f,3,Flow variable definitions for channel C+AF8-CCH032,1,
622c1a25-bb44-45e0-bb8e-fe3eecf0b620,4,Channel geometry and attributes for C+AF8-CCH052,1,
622c1a25-bb44-45e0-bb8e-fe3eecf0b620,3,Flow variable definitions for channel C+AF8-CCH052,1,
d0b27639-19fc-413e-a769-f74ba90195ce,4,Channel geometry and attributes for C+AF8-CCH053,1,
d0b27639-19fc-413e-a769-f74ba90195ce,3,Flow variable definitions for channel C+AF8-CCH053,1,
cdae97e0-76f3-40c1-9cbf-a144522b61e3,4,Channel geometry and attributes for C+AF8-CCH058,1,
cdae97e0-76f3-40c1-9cbf-a144522b61e3,3,Flow variable definitions for channel C+AF8-CCH058,1,
1e599d9e-502c-48a5-9078-cb9ff6b9eda1,4,Channel geometry and attributes for C+AF8-CCH075,1,
1e599d9e-502c-48a5-9078-cb9ff6b9eda1,3,Flow variable definitions for channel C+AF8-CCH075,1,
171b605f-99a9-4b26-92ac-1fb003589dbc,4,Channel geometry and attributes for C+AF8-CCH083,1,
171b605f-99a9-4b26-92ac-1fb003589dbc,3,Flow variable definitions for channel C+AF8-CCH083,1,
c19c5f2d-efba-4c3f-b8bc-1673700474d0,4,Channel geometry and attributes for C+AF8-CCK007,1,
c19c5f2d-efba-4c3f-b8bc-1673700474d0,3,Flow variable definitions for channel C+AF8-CCK007,1,
d7ef3bfc-2175-4ac3-a0af-ed9be15ca81e,4,Channel geometry and attributes for C+AF8-CCK022,1,
d7ef3bfc-2175-4ac3-a0af-ed9be15ca81e,3,Flow variable definitions for channel C+AF8-CCK022,1,
277a4b8a-58d8-41eb-9f79-b410c9f7d494,4,Channel geometry and attributes for C+AF8-CCK036,1,
277a4b8a-58d8-41eb-9f79-b410c9f7d494,3,Flow variable definitions for channel C+AF8-CCK036,1,
57548d93-5185-4742-ba95-05a878efc0fe,4,Channel geometry and attributes for C+AF8-CCK038,1,
57548d93-5185-4742-ba95-05a878efc0fe,3,Flow variable definitions for channel C+AF8-CCK038,1,
220c625f-ce2b-4ae4-8054-72f6a504fdca,4,Channel geometry and attributes for C+AF8-CCS009,1,
220c625f-ce2b-4ae4-8054-72f6a504fdca,3,Flow variable definitions for channel C+AF8-CCS009,1,
e9128fc9-cb8d-46b1-bede-c0f8e564fd09,4,Channel geometry and attributes for C+AF8-CCS010,1,
e9128fc9-cb8d-46b1-bede-c0f8e564fd09,3,Flow variable definitions for channel C+AF8-CCS010,1,
c6a8b54e-da97-4f35-a01c-e640ba097a9d,4,Channel geometry and attributes for C+AF8-CCT011,1,
c6a8b54e-da97-4f35-a01c-e640ba097a9d,3,Flow variable definitions for channel C+AF8-CCT011,1,
8638bea7-9487-449b-b10a-ca007477e3e5,4,Channel geometry and attributes for C+AF8-CFS001,1,
8638bea7-9487-449b-b10a-ca007477e3e5,3,Flow variable definitions for channel C+AF8-CFS001,1,
5c2b0378-08c3-48a1-82d9-50665da8dada,4,Channel geometry and attributes for C+AF8-CGT005,1,
5c2b0378-08c3-48a1-82d9-50665da8dada,3,Flow variable definitions for channel C+AF8-CGT005,1,
d848366c-78aa-4a4c-8e46-29bb2e46685f,4,Channel geometry and attributes for C+AF8-CGT006,1,
d848366c-78aa-4a4c-8e46-29bb2e46685f,3,Flow variable definitions for channel C+AF8-CGT006,1,
3b61fa9a-f636-4fb2-8c39-a1b0542156c5,4,Channel geometry and attributes for C+AF8-CHCGO,1,
3b61fa9a-f636-4fb2-8c39-a1b0542156c5,3,Flow variable definitions for channel C+AF8-CHCGO,1,
47537652-80fc-45fe-b211-1dcf6bf357a1,4,Channel geometry and attributes for C+AF8-CHIPPS,1,
47537652-80fc-45fe-b211-1dcf6bf357a1,3,Flow variable definitions for channel C+AF8-CHIPPS,1,
c26d45c6-0e9b-4e92-8d9b-69930a1938db,4,Channel geometry and attributes for C+AF8-CHW006,1,
c26d45c6-0e9b-4e92-8d9b-69930a1938db,3,Flow variable definitions for channel C+AF8-CHW006,1,
40f7f4b0-450a-4ee4-9f5f-f23792b55a2b,4,Channel geometry and attributes for C+AF8-CHW011,1,
40f7f4b0-450a-4ee4-9f5f-f23792b55a2b,3,Flow variable definitions for channel C+AF8-CHW011,1,
52689a66-7167-4f08-b052-f29bcc661132,4,Channel geometry and attributes for C+AF8-CHW017,1,
52689a66-7167-4f08-b052-f29bcc661132,3,Flow variable definitions for channel C+AF8-CHW017,1,
5756242c-bb3c-41ba-a01e-59b196953a6b,4,Channel geometry and attributes for C+AF8-CHW021,1,
5756242c-bb3c-41ba-a01e-59b196953a6b,3,Flow variable definitions for channel C+AF8-CHW021,1,
d94430c2-87a8-4e18-9ae3-2d260d0c601e,4,Channel geometry and attributes for C+AF8-CHW024,1,
d94430c2-87a8-4e18-9ae3-2d260d0c601e,3,Flow variable definitions for channel C+AF8-CHW024,1,
204ca44a-57b1-4c04-b591-8cae9a7a354b,4,Channel geometry and attributes for C+AF8-CHW028,1,
204ca44a-57b1-4c04-b591-8cae9a7a354b,3,Flow variable definitions for channel C+AF8-CHW028,1,
22d587bf-35d6-4f76-baae-dbb57ecd311a,4,Channel geometry and attributes for C+AF8-CHW031,1,
22d587bf-35d6-4f76-baae-dbb57ecd311a,3,Flow variable definitions for channel C+AF8-CHW031,1,
0f720b21-69b7-4f22-8fc4-f503d20a8c13,4,Channel geometry and attributes for C+AF8-CHW037,1,
0f720b21-69b7-4f22-8fc4-f503d20a8c13,3,Flow variable definitions for channel C+AF8-CHW037,1,
d67ced68-f960-4f09-b051-bff94a5924e7,4,Channel geometry and attributes for C+AF8-CHY000,1,
d67ced68-f960-4f09-b051-bff94a5924e7,3,Flow variable definitions for channel C+AF8-CHY000,1,
a2492124-fea6-4315-b466-54f4aadd29fb,4,Channel geometry and attributes for C+AF8-CHY001,1,
a2492124-fea6-4315-b466-54f4aadd29fb,3,Flow variable definitions for channel C+AF8-CHY001,1,
c49e344a-bccd-4e17-9c11-4faeda11b462,4,Channel geometry and attributes for C+AF8-CHY006,1,
c49e344a-bccd-4e17-9c11-4faeda11b462,3,Flow variable definitions for channel C+AF8-CHY006,1,
3742416f-916f-4e48-bc86-f62f5717c12b,4,Channel geometry and attributes for C+AF8-CHY007,1,
3742416f-916f-4e48-bc86-f62f5717c12b,3,Flow variable definitions for channel C+AF8-CHY007,1,
73ae4e36-7c40-4502-b4b4-575d6e932c3c,4,Channel geometry and attributes for C+AF8-CHY011,1,
73ae4e36-7c40-4502-b4b4-575d6e932c3c,3,Flow variable definitions for channel C+AF8-CHY011,1,
a6fbb420-7a1b-44d1-a31a-34966f8d5660,4,Channel geometry and attributes for C+AF8-CLLOYD,1,
a6fbb420-7a1b-44d1-a31a-34966f8d5660,3,Flow variable definitions for channel C+AF8-CLLOYD,1,
6bda4ac2-db7c-4909-9626-063d505ce3cc,4,Channel geometry and attributes for C+AF8-CLR009,1,
6bda4ac2-db7c-4909-9626-063d505ce3cc,3,Flow variable definitions for channel C+AF8-CLR009,1,
4adc3256-e6c9-4ffa-9c30-889718e6bf9b,4,Channel geometry and attributes for C+AF8-CLR011,1,
4adc3256-e6c9-4ffa-9c30-889718e6bf9b,3,Flow variable definitions for channel C+AF8-CLR011,1,
f59f3380-9760-4ce7-ae09-fa2e55da8d7e,4,Channel geometry and attributes for C+AF8-CLR025,1,
f59f3380-9760-4ce7-ae09-fa2e55da8d7e,3,Flow variable definitions for channel C+AF8-CLR025,1,
6a05de22-777d-4ddd-847f-d22a4dc2fe24,4,Channel geometry and attributes for C+AF8-CLRLK,1,
6a05de22-777d-4ddd-847f-d22a4dc2fe24,3,Flow variable definitions for channel C+AF8-CLRLK,1,
bafa2d33-64e7-4723-8b6d-149d700bb5dd,4,Channel geometry and attributes for C+AF8-CLV004,1,
bafa2d33-64e7-4723-8b6d-149d700bb5dd,3,Flow variable definitions for channel C+AF8-CLV004,1,
28e331b6-5d3f-4923-91e9-e9b744bfecab,4,Channel geometry and attributes for C+AF8-CLV006,1,
28e331b6-5d3f-4923-91e9-e9b744bfecab,3,Flow variable definitions for channel C+AF8-CLV006,1,
85b8a675-3802-4011-b2a4-49abafc3343f,4,Channel geometry and attributes for C+AF8-CLV009,1,
85b8a675-3802-4011-b2a4-49abafc3343f,3,Flow variable definitions for channel C+AF8-CLV009,1,
9a85dd40-b723-4b37-838b-e4e35a09d2a8,4,Channel geometry and attributes for C+AF8-CLV010,1,
9a85dd40-b723-4b37-838b-e4e35a09d2a8,3,Flow variable definitions for channel C+AF8-CLV010,1,
4d4a6082-da07-46c8-a57d-da89388751a1,4,Channel geometry and attributes for C+AF8-CLV016,1,
4d4a6082-da07-46c8-a57d-da89388751a1,3,Flow variable definitions for channel C+AF8-CLV016,1,
62d86a87-5868-40f1-83cc-4cf4481fb54d,4,Channel geometry and attributes for C+AF8-CLV023,1,
62d86a87-5868-40f1-83cc-4cf4481fb54d,3,Flow variable definitions for channel C+AF8-CLV023,1,
5c80d965-32bd-4588-9fff-cbf9623bc7bb,4,Channel geometry and attributes for C+AF8-CLV026,1,
5c80d965-32bd-4588-9fff-cbf9623bc7bb,3,Flow variable definitions for channel C+AF8-CLV026,1,
933bc86b-b28b-4f39-a46a-d64755c4ea28,4,Channel geometry and attributes for C+AF8-CLV028,1,
933bc86b-b28b-4f39-a46a-d64755c4ea28,3,Flow variable definitions for channel C+AF8-CLV028,1,
79f344dc-6173-4977-b206-22a72b593a41,4,Channel geometry and attributes for C+AF8-CLV035,1,
79f344dc-6173-4977-b206-22a72b593a41,3,Flow variable definitions for channel C+AF8-CLV035,1,
caf37be5-722b-438a-b5eb-04bd5b5a22e3,4,Channel geometry and attributes for C+AF8-CLV037,1,
caf37be5-722b-438a-b5eb-04bd5b5a22e3,3,Flow variable definitions for channel C+AF8-CLV037,1,
057d0881-8815-41a3-8f35-57444659c462,4,Channel geometry and attributes for C+AF8-CLV043,1,
057d0881-8815-41a3-8f35-57444659c462,3,Flow variable definitions for channel C+AF8-CLV043,1,
4f02113a-be7e-4711-b08d-fa8c6d1db654,4,Channel geometry and attributes for C+AF8-CLV044,1,
4f02113a-be7e-4711-b08d-fa8c6d1db654,3,Flow variable definitions for channel C+AF8-CLV044,1,
0ba9046e-dad8-4ce5-a8a9-a9bde58d570a,4,Channel geometry and attributes for C+AF8-CMBIE,1,
0ba9046e-dad8-4ce5-a8a9-a9bde58d570a,3,Flow variable definitions for channel C+AF8-CMBIE,1,
d29e2b10-1992-4dd2-a783-9f6c2489d249,4,Channel geometry and attributes for C+AF8-CMCHE,1,
d29e2b10-1992-4dd2-a783-9f6c2489d249,3,Flow variable definitions for channel C+AF8-CMCHE,1,
22ad9442-3a33-4a54-85eb-93f35a91bb52,4,Channel geometry and attributes for C+AF8-CMN005,1,
22ad9442-3a33-4a54-85eb-93f35a91bb52,3,Flow variable definitions for channel C+AF8-CMN005,1,
4aede0d1-07cd-4818-a88d-41bf434af036,4,Channel geometry and attributes for C+AF8-CMN006,1,
4aede0d1-07cd-4818-a88d-41bf434af036,3,Flow variable definitions for channel C+AF8-CMN006,1,
1938400b-cc8d-4b6d-9e6a-35e114041f3b,4,Channel geometry and attributes for C+AF8-CMP001,1,
1938400b-cc8d-4b6d-9e6a-35e114041f3b,3,Flow variable definitions for channel C+AF8-CMP001,1,
e8288c36-eec4-4b9f-b61b-9ddcc62c926f,4,Channel geometry and attributes for C+AF8-CMP005,1,
e8288c36-eec4-4b9f-b61b-9ddcc62c926f,3,Flow variable definitions for channel C+AF8-CMP005,1,
c4f547cf-984b-44e0-b9f5-ac3f0c4deaa3,4,Channel geometry and attributes for C+AF8-CMP014,1,
c4f547cf-984b-44e0-b9f5-ac3f0c4deaa3,3,Flow variable definitions for channel C+AF8-CMP014,1,
dc6bb973-ac02-48a2-8a11-0e7a26507c5c,4,Channel geometry and attributes for C+AF8-CMPFW,1,
dc6bb973-ac02-48a2-8a11-0e7a26507c5c,3,Flow variable definitions for channel C+AF8-CMPFW,1,
7c357bf2-0eb7-48ac-8054-df4f79ea6abb,4,Channel geometry and attributes for C+AF8-CMT000,1,
7c357bf2-0eb7-48ac-8054-df4f79ea6abb,3,Flow variable definitions for channel C+AF8-CMT000,1,
33f601b2-23b1-4e02-869c-c21b554d9da9,4,Channel geometry and attributes for C+AF8-COL001,1,
33f601b2-23b1-4e02-869c-c21b554d9da9,3,Flow variable definitions for channel C+AF8-COL001,1,
d3266f11-9914-4cc7-b94d-fea38397455b,4,Channel geometry and attributes for C+AF8-COL002,1,
d3266f11-9914-4cc7-b94d-fea38397455b,3,Flow variable definitions for channel C+AF8-COL002,1,
b6917935-cc09-4d6a-b099-b84cb59b9829,4,Channel geometry and attributes for C+AF8-COL003,1,
b6917935-cc09-4d6a-b099-b84cb59b9829,3,Flow variable definitions for channel C+AF8-COL003,1,
17c38180-ef8f-46f4-893e-5fc5b2dfcc42,4,Channel geometry and attributes for C+AF8-COT033,1,
17c38180-ef8f-46f4-893e-5fc5b2dfcc42,3,Flow variable definitions for channel C+AF8-COT033,1,
e2244f05-4b78-4855-8027-a107dd4b0309,4,Channel geometry and attributes for C+AF8-COW003,1,
e2244f05-4b78-4855-8027-a107dd4b0309,3,Flow variable definitions for channel C+AF8-COW003,1,
f43f127c-dbbe-4a3f-8c26-bb0fc766d294,4,Channel geometry and attributes for C+AF8-COW007,1,
f43f127c-dbbe-4a3f-8c26-bb0fc766d294,3,Flow variable definitions for channel C+AF8-COW007,1,
77d6b56a-2adf-495b-b662-ce0bb5ded8f0,4,Channel geometry and attributes for C+AF8-COW014,1,
77d6b56a-2adf-495b-b662-ce0bb5ded8f0,3,Flow variable definitions for channel C+AF8-COW014,1,
fd855e33-0336-4ed9-b0ad-a5c423d89bfc,4,Channel geometry and attributes for C+AF8-CPC008,1,
fd855e33-0336-4ed9-b0ad-a5c423d89bfc,3,Flow variable definitions for channel C+AF8-CPC008,1,
072e8577-d2a5-47ea-95f1-3c84cea22bfd,4,Channel geometry and attributes for C+AF8-CPF001,1,
072e8577-d2a5-47ea-95f1-3c84cea22bfd,3,Flow variable definitions for channel C+AF8-CPF001,1,
72fa43e9-a7d6-4e01-8c4c-0dddb9e43e68,4,Channel geometry and attributes for C+AF8-CRB002,1,
72fa43e9-a7d6-4e01-8c4c-0dddb9e43e68,3,Flow variable definitions for channel C+AF8-CRB002,1,
7d4a34ac-3da8-43fa-bfcf-08c00d72f47d,4,Channel geometry and attributes for C+AF8-CRC002,1,
7d4a34ac-3da8-43fa-bfcf-08c00d72f47d,3,Flow variable definitions for channel C+AF8-CRC002,1,
475f9b0e-94d9-485c-8002-f71bf94a4aa1,4,Channel geometry and attributes for C+AF8-CRK005,1,
475f9b0e-94d9-485c-8002-f71bf94a4aa1,3,Flow variable definitions for channel C+AF8-CRK005,1,
3ce1527b-27b1-4030-a305-b6c0118d130a,4,Channel geometry and attributes for C+AF8-CSB004,1,
3ce1527b-27b1-4030-a305-b6c0118d130a,3,Flow variable definitions for channel C+AF8-CSB004,1,
f3c52809-15cc-4ba6-bbdf-2e84dd2ed181,4,Channel geometry and attributes for C+AF8-CSB009,1,
f3c52809-15cc-4ba6-bbdf-2e84dd2ed181,3,Flow variable definitions for channel C+AF8-CSB009,1,
cfed6d4f-632d-4ca1-bfe9-2b3bc1c4c36c,4,Channel geometry and attributes for C+AF8-CSB015,1,
cfed6d4f-632d-4ca1-bfe9-2b3bc1c4c36c,3,Flow variable definitions for channel C+AF8-CSB015,1,
0f7e805f-3a98-4f3a-a211-d54967ab13e1,4,Channel geometry and attributes for C+AF8-CSB038,1,
0f7e805f-3a98-4f3a-a211-d54967ab13e1,3,Flow variable definitions for channel C+AF8-CSB038,1,
00ee147c-b6ff-45ca-b7ac-7b475ae57bf6,4,Channel geometry and attributes for C+AF8-CSD014,1,
00ee147c-b6ff-45ca-b7ac-7b475ae57bf6,3,Flow variable definitions for channel C+AF8-CSD014,1,
a06ffc30-0ef6-4398-8c90-7f763402ee6f,4,Channel geometry and attributes for C+AF8-CSL004A,1,
a06ffc30-0ef6-4398-8c90-7f763402ee6f,3,Flow variable definitions for channel C+AF8-CSL004A,1,
f9df75f3-34ad-4dfa-935b-0c9540e42657,4,Channel geometry and attributes for C+AF8-CSL004B,1,
f9df75f3-34ad-4dfa-935b-0c9540e42657,3,Flow variable definitions for channel C+AF8-CSL004B,1,
94db5bac-d37f-4798-944d-43bff4844b3d,4,Channel geometry and attributes for C+AF8-CSL005,1,
94db5bac-d37f-4798-944d-43bff4844b3d,3,Flow variable definitions for channel C+AF8-CSL005,1,
1f1ef2da-d0c7-43b0-9f99-37ffbd0f5420,4,Channel geometry and attributes for C+AF8-CSL005a,1,
1f1ef2da-d0c7-43b0-9f99-37ffbd0f5420,3,Flow variable definitions for channel C+AF8-CSL005a,1,
90e7762b-f69e-48bb-b202-b5af6d1e9fd6,4,Channel geometry and attributes for C+AF8-CSL005b,1,
90e7762b-f69e-48bb-b202-b5af6d1e9fd6,3,Flow variable definitions for channel C+AF8-CSL005b,1,
534dae65-411a-4145-b117-aa05e58b668e,4,Channel geometry and attributes for C+AF8-CSM001,1,
534dae65-411a-4145-b117-aa05e58b668e,3,Flow variable definitions for channel C+AF8-CSM001,1,
a732e803-4789-4a58-a2e6-ce9718b51940,4,Channel geometry and attributes for C+AF8-CSM005,1,
a732e803-4789-4a58-a2e6-ce9718b51940,3,Flow variable definitions for channel C+AF8-CSM005,1,
4907429c-ab5a-4084-9f2c-f4d59b6535a4,4,Channel geometry and attributes for C+AF8-CSM011,1,
4907429c-ab5a-4084-9f2c-f4d59b6535a4,3,Flow variable definitions for channel C+AF8-CSM011,1,
8ae5e0f2-fb84-4ddd-866f-b6db5a2d8023,4,Channel geometry and attributes for C+AF8-CSM016,1,
8ae5e0f2-fb84-4ddd-866f-b6db5a2d8023,3,Flow variable definitions for channel C+AF8-CSM016,1,
a9b6513a-9c1c-4138-a9c0-dd70b95170c0,4,Channel geometry and attributes for C+AF8-CSM021,1,
a9b6513a-9c1c-4138-a9c0-dd70b95170c0,3,Flow variable definitions for channel C+AF8-CSM021,1,
d38d8e7e-6f4a-4716-bfd5-282d32340646,4,Channel geometry and attributes for C+AF8-CSM026,1,
d38d8e7e-6f4a-4716-bfd5-282d32340646,3,Flow variable definitions for channel C+AF8-CSM026,1,
0beea45d-0dbd-41f7-9a2c-fd2ed790efce,4,Channel geometry and attributes for C+AF8-CSM033,1,
0beea45d-0dbd-41f7-9a2c-fd2ed790efce,3,Flow variable definitions for channel C+AF8-CSM033,1,
7283c263-9d32-4f26-b843-ce22a12c48aa,4,Channel geometry and attributes for C+AF8-CSM035,1,
7283c263-9d32-4f26-b843-ce22a12c48aa,3,Flow variable definitions for channel C+AF8-CSM035,1,
